ingredient_id,recipe_id,component_group,ingredient_name,nutrition_name,quantity,unit,grams_approx
394,39,ส่วนผสมหลัก,หัวหอม,หัวหอม,7,หัว,210.0
395,39,ส่วนผสมหลัก,ปลากุเลาเค็มปิ้งแกะ,ปลากุเลาเค็มปิ้งแกะ,1,ช้อนโต๊ะ,15.0
396,39,ส่วนผสมหลัก,กะปิ,กะปิ,1,ช้อนชา,5.0
397,39,ส่วนผสมหลัก,ไพล,ไพล,5,แว่น,25.0
398,39,ส่วนผสมหลัก,น้ำปลา,น้ำปลา,2,ช้อนโต๊ะ,36.0
399,39,ส่วนผสมหลัก,น้ำ,น้ำ,2+1/2,ถ้วยชา,300.0
400,39,ส่วนผสมหลัก,ใบชะพลู,ใบชะพลู,1/2,ถ้วยชา,60.0
401,40,ส่วนผสมหลัก,เนื้อโค (ขนาด 6×8 เซนติเมตร),เนื้อโค,8,ชิ้น,
402,40,ส่วนผสมหลัก,ลูกผักชี,ลูกผักชี,1/2,ช้อนโต๊ะ,7.5
403,40,ส่วนผสมหลัก,ยี่หร่า,ยี่หร่า,1/2,ช้อนชา,2.5
404,40,ส่วนผสมหลัก,พริกไทย,พริกไทย,5,เม็ด,0.25
405,40,ส่วนผสมหลัก,น้ำปลาดี หรือ น้ำซีอิ๊ว,น้ำปลาดี หรือ น้ำซีอิ๊ว,2,ช้อนโต๊ะ,36.0
406,40,ส่วนผสมหลัก,น้ำตาล,น้ำตาล,1/2,ช้อนโต๊ะ,7.5
407,40,ส่วนผสมหลัก,น้ำส้ม,น้ำส้ม,2,ช้อนโต๊ะ,30.0
408,40,ส่วนผสมหลัก,น้ำมันหมู,น้ำมันหมู,1,ช้อนโต๊ะ,13.0
409,41,ส่วนผสมหลัก,แป้งข้าวเหนียวขาว,แป้งข้าวเหนียวขาว,5,ช้อนโต๊ะ,75.0
410,41,ส่วนผสมหลัก,น้ำตาลโตนดหรือน้ำตาลทราย,น้ำตาลโตนดหรือน้ำตาลทราย,1/2,ถ้วยชา,60.0
411,41,ส่วนผสมหลัก,มะพร้าว,มะพร้าว,1/2,ถ้วยชา,60.0
412,41,ส่วนผสมหลัก,ถั่วเขียวหรือถั่วทองคั่ว,ถั่วเขียวหรือถั่วทองคั่ว,1,ช้อนชาพูน,
413,41,ส่วนผสมหลัก,น้ำดอกไม้สด,น้ำดอกไม้สด,4,ช้อนโต๊ะ,60.0
414,41,ส่วนผสมหลัก,น้ำสำหรับนวดแป้ง,น้ำสำหรับนวดแป้ง,3,ช้อนโต๊ะ,45.0
415,42,ส่วนผสมหลัก,ปลาหัวกะโปรง (กะพงจุด) ปลาคลุมพุก หรือ ปลาเกล็ดแข็งอื่นๆ,ปลาหัวกะโปรง (กะพงจุด) ปลาคลุมพุก หรือ ปลาเกล็ดแข็งอื่นๆ,1000,กรัม,1000.0
416,42,ส่วนผสมหลัก,ขิงอ่อนหั่น,ขิงอ่อนหั่น,1,ช้อนหวาน,
417,42,ส่วนผสมหลัก,เต้าเจี้ยว,เต้าเจี้ยว,2,ช้อนโต๊ะ,30.0
418,42,ส่วนผสมหลัก,หอมหัวใหญ่หั่นละเอียด,หอมหัวใหญ่หั่นละเอียด,2,ช้อนโต๊ะ,30.0
419,42,ส่วนผสมหลัก,กระเทียมหั่น,กระเทียมหั่น,2,ช้อนโต๊ะ,30.0
420,42,ส่วนผสมหลัก,มันหมูหั่นละเอียด,มันหมูหั่นละเอียด,1,ถ้วย,240.0
421,42,ส่วนผสมหลัก,น้ำพริกเผา,น้ำพริกเผา,1,ช้อนชา,5.0
422,42,ส่วนผสมหลัก,น้ำปลา,น้ำปลา,1/2,ช้อนโต๊ะ,9.0
423,42,ส่วนผสมหลัก,ซีอิ๊วขาว,ซีอิ๊วขาว,1/2,ช้อนโต๊ะ,7.5
424,42,ส่วนผสมหลัก,น้ำตาลทราย,น้ำตาลทราย,1,ช้อนชา,5.0
425,42,ส่วนผสมหลัก,น้ำมันหมู,น้ำมันหมู,1,ช้อนหวาน,
426,42,ส่วนผสมหลัก,น้ำชุบกระดูกไก่,น้ำชุบกระดูกไก่,2,ช้อนโต๊ะ,30.0
427,43,ส่วนผสมหลัก,ตับหมูบดละเอียด,ตับหมูบดละเอียด,1,ถ้วยชา,120.0
428,43,ส่วนผสมหลัก,เนื้อหมูบดละเอียด,เนื้อหมูบดละเอียด,1/2,ถ้วยชา,60.0
429,43,ส่วนผสมหลัก,กะหล่ำปลีต้มสับละเอียด,กะหล่ำปลีต้มสับละเอียด,1/4,ถ้วยชา,30.0
430,43,ส่วนผสมหลัก,หัวผักกาดแดง (บีทรูท),หัวผักกาดแดง,1,หัวใหญ่,
431,43,ส่วนผสมหลัก,หัวผักกาดเหลือง (แครอท),หัวผักกาดเหลือง,1,หัวใหญ่,
432,43,ส่วนผสมหลัก,เกลือป่น,เกลือป่น,1,ช้อนชา,5.0
433,43,ส่วนผสมหลัก,พริกไทยป่น,พริกไทยป่น,1,ช้อนชา,5.0
434,43,ส่วนผสมหลัก,ลูกจันทน์ป่น,ลูกจันทน์ป่น,1,ช้อนชา,5.0
435,43,ส่วนผสมหลัก,เนยสำหรับทาภาชนะ,เนยสำหรับทาภาชนะ,,
436,44,ส่วนผสมหลัก,เนื้อไก่ต้มซุป (ใช้เฉพาะเนื้อ ไม่เอาหนังหรือเอ็น),เนื้อไก่ต้มซุป,320,กรัม,320.0
437,44,ส่วนผสมหลัก,ซีอิ๊วขาว,ซีอิ๊วขาว,1/2,ช้อนชา,2.5
438,44,ส่วนผสมหลัก,น้ำตาล,น้ำตาล,4,ช้อนโต๊ะ,60.0
439,45,ส่วนผสมหลัก,เนื้อหมู,เนื้อหมู,500,กรัม,500.0
440,45,ส่วนผสมหลัก,หัวหอม,หัวหอม,3,หัว,90.0
441,45,ส่วนผสมหลัก,สายบัว,สายบัว,100,กรัม,100.0
442,45,ส่วนผสมหลัก,แตงกวา,แตงกวา,1,ลูก,
443,45,ส่วนผสมหลัก,มะเขือเทศ,มะเขือเทศ,2,ผล,
444,45,ส่วนผสมหลัก,น้ำมันหมู,น้ำมันหมู,2,ช้อนโต๊ะ,26.0
445,45,ส่วนผสมหลัก,น้ำส้ม,น้ำส้ม,2,ช้อนโต๊ะ,30.0
446,45,ส่วนผสมหลัก,น้ำตาล,น้ำตาล,1,ช้อนโต๊ะพูน,
447,45,ส่วนผสมหลัก,เกลือ,เกลือ,1,ช้อนชา,5.0
448,45,ส่วนผสมหลัก,พริกไทย,พริกไทย,1/2,ช้อนชา,2.5
449,45,ส่วนผสมหลัก,น้ำมันหมู,น้ำมันหมู,1,ช้อนโต๊ะ,13.0
450,46,ส่วนผสมหลัก,ไข่ไก่ 1 ฟอง หรือ ไข่เป็ด,ไข่ไก่ 1 ฟอง หรือ ไข่เป็ด,1,ฟอง,70.0
451,46,ส่วนผสมหลัก,น้ำมันพืช หรือ น้ำมันหมู สำหรับทอด,น้ำมันพืช หรือ น้ำมันหมู สำหรับทอด,,
452,47,ส่วนผสมหลัก,ยอดแค,ยอดแค,1,กำ,
453,47,ส่วนผสมหลัก,กระเทียม,กระเทียม,3,หัว,75.0
454,47,ส่วนผสมหลัก,น้ำมันรำข้าว,น้ำมันรำข้าว,3,ช้อนโต๊ะ,42.0
455,47,ส่วนผสมหลัก,ซีอิ๊วขาว,ซีอิ๊วขาว,1,ช้อนโต๊ะ,15.0
456,47,ส่วนผสมหลัก,น้ำตาลทราย,น้ำตาลทราย,1/2,ช้อนชา,2.5
457,48,ส่วนผสมหลัก,ไก่อ่อน,ไก่อ่อน,1,ตัว,
458,48,ส่วนผสมหลัก,มะพร้าว,มะพร้าว,1/2,กิโลกรัม,500.0
459,48,ส่วนผสมหลัก,ผงกะหรี่,ผงกะหรี่,1,ช้อนชา,5.0
460,48,ส่วนผสมหลัก,ใบกระวาน 2–3 ใบ,ใบกระวาน 2–3 ใบ,,
461,48,ส่วนผสมหลัก,เนื้อพะแนง,เนื้อพะแนง,3,ชิ้น,
462,48,ส่วนผสมหลัก,เนื้อเค็มทอดฟู,เนื้อเค็มทอดฟู,2,ชิ้น,
463,48,ส่วนผสมหลัก,ไข่เค็มต้ม,ไข่เค็มต้ม,3,ฟอง,210.0
464,48,ส่วนผสมหลัก,ถั่วงอก (ถั่วเหลือง),ถั่วงอก,1/2,ถ้วย,120.0
465,48,ส่วนผสมหลัก,ถั่วเมล็ดกลม (ถั่วแขกแห้ง),ถั่วเมล็ดกลม,1/2,ถ้วย,120.0
466,48,ส่วนผสมหลัก,แตงร้านอ่อน,แตงร้านอ่อน,1,ผล,
467,48,ส่วนผสมหลัก,พริกแดง,พริกแดง,3,เม็ด,
468,48,ส่วนผสมหลัก,เกลือป่น,เกลือป่น,1,ช้อนชา,5.0
469,49,ส่วนผสมหลัก,กุ้งนาง,กุ้งนาง,8,ตัว,1000.0
470,49,ส่วนผสมหลัก,มะเขือเทศ,มะเขือเทศ,2,ผล,
471,49,ส่วนผสมหลัก,หอมเผา,หอมเผา,10,หัว,300.0
472,49,ส่วนผสมหลัก,พริกหยวกเขียว,พริกหยวกเขียว,5,เม็ด,
473,49,ส่วนผสมหลัก,พริกหยวกแดง,พริกหยวกแดง,5,เม็ด,
474,49,ส่วนผสมหลัก,ผักชี,ผักชี,2,ต้น,
475,49,ส่วนผสมหลัก,น้ำเคยดี,น้ำเคยดี,3,ช้อนโต๊ะ,45.0
476,49,ส่วนผสมหลัก,มะนาว,มะนาว,2,ช้อนโต๊ะ,30.0
477,50,ส่วนผสมหลัก,ไข่,ไข่,1,ฟอง,
478,50,ส่วนผสมหลัก,แตงกวา,แตงกวา,2,ผล,
479,50,ส่วนผสมหลัก,ตั้งฉ่าย,ตั้งฉ่าย,1,ซ้อนโต๊ะ,15.0
480,50,ส่วนผสมหลัก,ต้นหอม,ต้นหอม,1,ต้น,
481,50,ส่วนผสมหลัก,ผักชี,ผักชี,1,ต้น,
482,50,ส่วนผสมหลัก,น้ำซีอิ๊ว (ซีอิ๊วขาว),น้ำซีอิ๊ว,2,ช้อนโต๊ะ,30.0
483,50,ส่วนผสมหลัก,น้ำส้ม,น้ำส้ม,1,ช้อนโต๊ะ,15.0
484,50,ส่วนผสมหลัก,น้ำตาล,น้ำตาล,1,ช้อนชา,5.0
485,50,ส่วนผสมหลัก,พริกสด,พริกสด,1,เม็ด,
486,51,ส่วนผสมหลัก,เนื้อวัวสับละเอียด,เนื้อวัวสับละเอียด,1,ถ้วยชา,120.0
487,51,ส่วนผสมหลัก,ไข่เป็ด,ไข่เป็ด,3,ฟอง,210.0
488,51,ส่วนผสมหลัก,ผักกาดหอม (สำหรับรองจาน),ผักกาดหอม,,
489,51,ส่วนผสมหลัก,คึ่นฉ่าย,คึ่นฉ่าย,2,ต้น,
490,51,ส่วนผสมหลัก,แตงกวา,แตงกวา,2,ผล,
491,51,ส่วนผสมหลัก,หอมหัวใหญ่,หอมหัวใหญ่,1,หัว,30.0
492,51,ส่วนผสมหลัก,กระเทียม,กระเทียม,5,กลีบ,10.0
493,51,ส่วนผสมหลัก,รากผักชี,รากผักชี,3,ราก,6.0
494,51,ส่วนผสมหลัก,พริกแดง,พริกแดง,2,เม็ด,
495,51,ส่วนผสมหลัก,เกลือป่น,เกลือป่น,1/2,ช้อนชา,2.5
496,51,ส่วนผสมหลัก,น้ำตาล,น้ำตาล,1,ช้อนชา,5.0
497,51,ส่วนผสมหลัก,น้ำส้ม,น้ำส้ม,1,ช้อนโต๊ะ,15.0
498,51,ส่วนผสมหลัก,น้ำปลา,น้ำปลา,1,ช้อนชา,5.0
499,51,ส่วนผสมหลัก,น้ำมัน (สำหรับทอดไข่ดาว),น้ำมัน,,
500,52,ส่วนผสมหลัก,นกปากซ่อม สับละเอียด,นกปากซ่อม สับละเอียด,1,ถ้วยชา,120.0
501,52,ส่วนผสมหลัก,เนื้อหมู,เนื้อหมู,1/2,ถ้วยชา,60.0
502,52,ส่วนผสมหลัก,แห้วหั่นละเอียด,แห้วหั่นละเอียด,2,ช้อนโต๊ะ,30.0
503,52,ส่วนผสมหลัก,หัวผักกาดเค็มหั่นละเอียด,หัวผักกาดเค็มหั่นละเอียด,1,ช้อนโต๊ะ,15.0
504,52,ส่วนผสมหลัก,หอมหัวใหญ่หั่นละเอียด,หอมหัวใหญ่หั่นละเอียด,1/2,ถ้วยชา,60.0
505,52,ส่วนผสมหลัก,ดอกกุ๊ยช่ายหั่นละเอียดด,ดอกกุ๊ยช่ายหั่นละเอียดด,2,ช้อนโต๊ะ,30.0
506,52,ส่วนผสมหลัก,เนยละลาย น้ำมันหมู,เนยละลาย น้ำมันหมู,2,ช้อนโต๊ะ,26.0
507,52,ส่วนผสมหลัก,น้ำปลาซีอิ๊วขาว,น้ำปลาซีอิ๊วขาว,2+1/2,ช้อนโต๊ะ,45.0
508,52,ส่วนผสมหลัก,เกลือ,เกลือ,1/2,ช้อนชา,2.5
509,52,ส่วนผสมหลัก,พริกไทย,พริกไทย,1,ช้อนชา,5.0
510,52,ส่วนผสมหลัก,น้ำตาลทราย,น้ำตาลทราย,1,ช้อนชา,5.0
511,52,ส่วนผสมหลัก,ซอสศรีราชา,ซอสศรีราชา,1,ช้อนชา,5.0
512,52,ส่วนผสมหลัก,ซอสมะเขือเทศ,ซอสมะเขือเทศ,1,ช้อนชา,5.0
513,52,ส่วนผสมหลัก,ซอสกระต่าย,ซอสกระต่าย,1,ช้อนชา,5.0
514,52,ส่วนผสมหลัก,แม็กกี้,แม็กกี้,1,ช้อนชา,5.0
515,52,ส่วนผสมหลัก,น้ำปลาญี่ปุ่น,น้ำปลาญี่ปุ่น,1,ช้อนชา,5.0
516,52,ส่วนผสมหลัก,ผักกาดหอมล้างสะอาดแช่น้ำด่างทับทิมพอควร,ผักกาดหอมล้างสะอาดแช่น้ำด่างทับทิมพอควร,,
517,53,ส่วนผสมหลัก,เส้นหมี่,เส้นหมี่,6,แผ่น,
518,53,ส่วนผสมหลัก,เนื้อเค็มต้ม,เนื้อเค็มต้ม,2,ช้อนโต๊ะ,30.0
519,53,ส่วนผสมหลัก,แป้งมันสำปะหลัง,แป้งมันสำปะหลัง,1,ช้อนโต๊ะ,10.0
520,53,ส่วนผสมหลัก,หัวหอม,หัวหอม,6,หัว,180.0
521,53,ส่วนผสมหลัก,มะเขือเทศผลใหญ่,มะเขือเทศผลใหญ่,1,ผล,
522,53,ส่วนผสมหลัก,เนยแข็งป่น,เนยแข็งป่น,2,ช้อนโต๊ะ,30.0
523,53,ส่วนผสมหลัก,น้ำมันหมู,น้ำมันหมู,2,ช้อนโต๊ะ,26.0
524,53,ส่วนผสมหลัก,เกลือ,เกลือ,1/2,ช้อนชา,2.5
525,53,ส่วนผสมหลัก,พริกไทยป่น,พริกไทยป่น,1/4,ช้อนชา,1.25
526,53,ส่วนผสมหลัก,พริกชี้ฟ้าแดงหั่นแช่น้ำส้ม,พริกชี้ฟ้าแดงหั่นแช่น้ำส้ม,1,เม็ด,
527,54,ส่วนผสมหลัก,หมูปนมัน,หมูปนมัน,1,ช้อนโต๊ะพูน,
528,54,ส่วนผสมหลัก,ผักกาดขาว,ผักกาดขาว,1,ต้น,
529,54,ส่วนผสมหลัก,ไข่ไก่,ไข่ไก่,1,ฟอง,55.0
530,54,ส่วนผสมหลัก,น้ำมันหมู,น้ำมันหมู,1,ช้อนหวาน,
531,54,ส่วนผสมหลัก,หอมแดง,หอมแดง,2,หัว,60.0
532,54,ส่วนผสมหลัก,กระเทียม,กระเทียม,3,กลีบ,6.0
533,54,ส่วนผสมหลัก,น้ำเปล่า,น้ำเปล่า,1/2,ถ้วยชา,60.0
534,54,ส่วนผสมหลัก,น้ำปลา,น้ำปลา,1,ช้อนชา,5.0
535,54,ส่วนผสมหลัก,พริกไทยป่น,พริกไทยป่น,1,ช้อนชา,5.0
536,55,ส่วนผสมหลัก,แป้งสาลี,แป้งสาลี,12,ถ้วย,1440.0
537,55,ส่วนผสมหลัก,มันฝรั่งหั่นเล็ก ๆ,มันฝรั่งหั่นเล็ก ๆ,6,ถ้วย,1440.0
538,55,ส่วนผสมหลัก,หอมฝรั่งหั่นเล็ก ๆ,หอมฝรั่งหั่นเล็ก ๆ,1,ถ้วยพูน,
539,55,ส่วนผสมหลัก,น้ำปลา,น้ำปลา,3,ช้อนโต๊ะ,54.0
540,55,ส่วนผสมหลัก,น้ำตาล,น้ำตาล,1,ช้อนชา,5.0
541,55,ส่วนผสมหลัก,ลูกผักชี,ลูกผักชี,1,ช้อนชา,5.0
542,55,ส่วนผสมหลัก,กระวาน,กระวาน,1,ลูก,
543,55,ส่วนผสมหลัก,กานพลู,กานพลู,1,ดอก,
544,55,ส่วนผสมหลัก,ดอกจันทร์,ดอกจันทร์,2,กลีบ,4.0
545,55,ส่วนผสมหลัก,โป๊ยกั๊ก,โป๊ยกั๊ก,1,กลีบ,2.0
546,55,ส่วนผสมหลัก,หัวหอม,หัวหอม,5,หัว,150.0
547,55,ส่วนผสมหลัก,กระเทียม,กระเทียม,3,กลีบ,6.0
548,55,ส่วนผสมหลัก,พริกไทย,พริกไทย,5,เม็ด,0.25
549,55,ส่วนผสมหลัก,ขมิ้น (ขนาดยาว 2 เซนติเมตร),ขมิ้น,1,แง่ง,
550,55,ส่วนผสมหลัก,ขิงแก่ (หนา 1 เซนติเมตร),ขิงแก่,1,แว่น,5.0
551,55,ส่วนผสมหลัก,เกลือเม็ด,เกลือเม็ด,1/2,ช้อนโต๊ะ,7.5
552,56,ส่วนผสมหลัก,ปลาทูนึ่ง แกะก้างและหนัง,ปลาทูนึ่ง แกะก้างและหนัง,1,ถ้วย,240.0
553,56,ส่วนผสมหลัก,มันหมูแข็งต้มหั่นเล็ก,มันหมูแข็งต้มหั่นเล็ก,1/2,ถ้วย,120.0
554,56,ส่วนผสมหลัก,หนังหมูต้มหั่นฝอย,หนังหมูต้มหั่นฝอย,1,ถ้วย,240.0
555,56,ส่วนผสมหลัก,หอมหัวเล็ก,หอมหัวเล็ก,2,ช้อนโต๊ะ,30.0
556,56,ส่วนผสมหลัก,กระเทียมดอง,กระเทียมดอง,1,ช้อนโต๊ะ,15.0
557,56,ส่วนผสมหลัก,ถั่วลิสงป่น,ถั่วลิสงป่น,1/2,ถ้วย,120.0
558,56,ส่วนผสมหลัก,ส้มซ่า,ส้มซ่า,1,ผล,150.0
559,56,ส่วนผสมหลัก,น้ำมะนาว,น้ำมะนาว,4,ช้อนโต๊ะ,60.0
560,56,ส่วนผสมหลัก,เกลือ,เกลือ,1,ช้อนโต๊ะ,15.0
561,56,ส่วนผสมหลัก,น้ำตาล,น้ำตาล,2,ช้อนโต๊ะ,30.0
562,56,ส่วนผสมหลัก,พริก,พริก,1,เม็ด,
563,56,ส่วนผสมหลัก,ข้าวคั่ว,ข้าวคั่ว,1/2,ถ้วย,120.0
564,56,ส่วนผสมหลัก,มะพร้าวคั่ว,มะพร้าวคั่ว,1,ช้อนโต๊ะ,15.0
565,56,ส่วนผสมหลัก,ข่าอ่อน,ข่าอ่อน,1,ช้อนหวาน,
566,56,ส่วนผสมหลัก,"ผักสดสำหรับรับประทาน (ใบผักกาด, ใบชะพลู, ใบทองหลาง)",ผักสดสำหรับรับประทาน,,
567,57,ส่วนผสมหลัก,แป้งสาลีอย่างดี,แป้งสาลีอย่างดี,2,ถ้วย,240.0
568,57,ส่วนผสมหลัก,น้ำตาลทรายป่นละเอียด,น้ำตาลทรายป่นละเอียด,2,ถ้วย,480.0
569,57,ส่วนผสมหลัก,น้ำตาลทรายป่น,น้ำตาลทรายป่น,2,ถ้วย,480.0
570,57,ส่วนผสมหลัก,น้ำมันหมูเจียว (ทาถาดนิดหน่อย),น้ำมันหมูเจียว,4,ช้อนโต๊ะ,52.0
571,57,ส่วนผสมหลัก,เมล็ดแตงโม,เมล็ดแตงโม,1,เม็ด,
572,57,ส่วนผสมหลัก,ดอกมะลิ กะดังงา เทียนอบ,ดอกมะลิ กะดังงา เทียนอบ,,
573,58,เครื่องปรุงน้ำแกง,พริกแห้ง,พริกแห้ง,21,เม็ด,
574,58,เครื่องปรุงน้ำแกง,หัวหอม,หัวหอม,15,กลีบ,30.0
575,58,เครื่องปรุงน้ำแกง,กระเทียม,กระเทียม,15,กลีบ,30.0
576,58,เครื่องปรุงน้ำแกง,ข่า,ข่า,5,แว่น,25.0
577,58,เครื่องปรุงน้ำแกง,ตะไคร้,ตะไคร้,1,ช้อนหวานพูน,
578,58,เครื่องปรุงน้ำแกง,รากผักชี,รากผักชี,1,ช้อนชา,5.0
579,58,เครื่องปรุงน้ำแกง,ลูกผักชี,ลูกผักชี,1,ช้อนหวาน,
580,58,เครื่องปรุงน้ำแกง,ผิวมะกรูด,ผิวมะกรูด,1/2,ช้อนชา,2.5
581,58,เครื่องปรุงน้ำแกง,ยี่หร่า,ยี่หร่า,1/2,ช้อนชา,2.5
582,58,เครื่องปรุงน้ำแกง,ลูกจันทร์,ลูกจันทร์,1/8,ลูก,
583,58,เครื่องปรุงน้ำแกง,ดอกจันทร์,ดอกจันทร์,1,ดอก,
584,58,เครื่องปรุงน้ำแกง,กะวาน,กะวาน,7,ลูก,
585,58,เครื่องปรุงน้ำแกง,กานพลู,กานพลู,5,ดอก,
586,58,เครื่องปรุงน้ำแกง,ดีปลี,ดีปลี,5,ฝัก,
587,58,เครื่องปรุงน้ำแกง,โป๊ยกั๊ก,โป๊ยกั๊ก,2,อัน,
588,58,เครื่องปรุงน้ำแกง,อบเชย (ประมาณ 2×5 ซ.ม.),อบเชย,1,ชิ้น,
589,58,เครื่องปรุงน้ำแกง,พริกไทย,พริกไทย,7,เม็ด,0.35000000000000003
590,58,เครื่องปรุงน้ำแกง,เกลือเม็ด,เกลือเม็ด,1,ช้อนชาพูน,
591,58,เครื่องปรุงน้ำแกง,กะปิ,กะปิ,1,ช้อนชา,5.0
592,58,เครื่องปรุงน้ำแกง,พริกชี้ฟ้าสด,พริกชี้ฟ้าสด,10,เม็ด,
593,58,เนื้อแกง,เนื้อหมู,เนื้อหมู,500,กรัม,500.0
594,58,เนื้อแกง,มะเขือเปราะ,มะเขือเปราะ,5,ผล,
595,58,เนื้อแกง,ใบมะกรูด,ใบมะกรูด,3,ใบ,
596,58,เนื้อแกง,ใบโหระพา,ใบโหระพา,3,กิ่ง,
597,58,เนื้อแกง,ใบกะเพรา,ใบกะเพรา,3,กิ่ง,
598,58,เนื้อแกง,มะพร้าว,มะพร้าว,500,กรัม,500.0
599,58,เนื้อแกง,น้ำสำหรับคั้นกะทิ,น้ำสำหรับคั้นกะทิ,8,ถ้วยชา,960.0
600,59,ส่วนผสมหลัก,เนื้อหมู,เนื้อหมู,500,กรัม,500.0
601,59,ส่วนผสมหลัก,ข่า,ข่า,15,แว่น,75.0
602,59,ส่วนผสมหลัก,น้ำส้มหรือมะนาว,น้ำส้มหรือมะนาว,3,ช้อนโต๊ะ,45.0
603,59,ส่วนผสมหลัก,ข้าวคั่ว,ข้าวคั่ว,1/2,ถ้วย,120.0
604,59,ส่วนผสมหลัก,หนังหมู,หนังหมู,2,ถ้วย,480.0
605,59,ส่วนผสมหลัก,มันหมูแข็ง (หั่น 3 มม. × 2+1/2 ซม.),มันหมูแข็ง,2,ช้อนโต๊ะ,30.0
606,59,ส่วนผสมหลัก,ผิวส้มซ่า,ผิวส้มซ่า,1,ช้อนชา,5.0
607,59,ส่วนผสมหลัก,หอมซอย,หอมซอย,1,ช้อนโต๊ะ,15.0
608,59,ส่วนผสมหลัก,กระเทียมดองซอย,กระเทียมดองซอย,1,ช้อนโต๊ะ,15.0
609,59,ส่วนผสมหลัก,ผักกาดหอมจีบ,ผักกาดหอมจีบ,2,ต้น,
610,59,ส่วนผสมหลัก,น้ำตาลทราย,น้ำตาลทราย,1/2,ช้อนชา,2.5
611,59,ส่วนผสมหลัก,พริกชี้ฟ้า,พริกชี้ฟ้า,1,เม็ด,
612,60,ส่วนผสมหลัก,มะเขือยาว,มะเขือยาว,2,ผล,
613,60,ส่วนผสมหลัก,ถั่วแขก,ถั่วแขก,10,ฝัก,
614,60,ส่วนผสมหลัก,หอมหัวเล็ก,หอมหัวเล็ก,1,ถ้วย,240.0
615,60,ส่วนผสมหลัก,พริกสดเขียวหรือแดง,พริกสดเขียวหรือแดง,10,เม็ด,
616,60,ส่วนผสมหลัก,ส้มมะขามเปียก,ส้มมะขามเปียก,1,ช้อนโต๊ะ,15.0
617,60,ส่วนผสมหลัก,น้ำตาลมะพร้าว,น้ำตาลมะพร้าว,1,ช้อนโต๊ะ,15.0
618,60,ส่วนผสมหลัก,เกลือ,เกลือ,1,ช้อนชา,5.0
619,60,ส่วนผสมหลัก,น้ำมันรำข้าว (สำหรับทอด),น้ำมันรำข้าว,,
620,60,ส่วนผสมหลัก,ลูกผักชี,ลูกผักชี,1,ช้อนโต๊ะ,15.0
621,60,ส่วนผสมหลัก,หัวหอมเผา,หัวหอมเผา,10,หัว,300.0
622,60,ส่วนผสมหลัก,ขมิ้นแขก,ขมิ้นแขก,1,ท่อน,
623,60,ส่วนผสมหลัก,ขิงแก่,ขิงแก่,5,แว่น,25.0
624,60,ส่วนผสมหลัก,กระเทียมเผา,กระเทียมเผา,5,หัว,125.0
625,61,ส่วนผสมหลัก,เนื้อหมู (หั่นสี่เหลี่ยมลูกบาศก์ 1 ซม.),เนื้อหมู,3,ถ้วย,720.0
626,61,ส่วนผสมหลัก,มันหมูหั่นเหมือนเนื้อหมู,มันหมูหั่นเหมือนเนื้อหมู,1/2,ถ้วย,120.0
627,61,ส่วนผสมหลัก,มะพร้าวขูดแล้ว,มะพร้าวขูดแล้ว,500,กรัม,500.0
628,61,ส่วนผสมหลัก,ไส้หมู,ไส้หมู,500,กรัม,500.0
629,61,ส่วนผสมหลัก,เนื้อปูทะเลหรือกุ้ง,เนื้อปูทะเลหรือกุ้ง,1,ถ้วย,240.0
630,61,ส่วนผสมหลัก,มันแกวต้มสุกหั่นเป็นฝอยๆ (ถ้าไม่มีมันแกวใช้ฟักเขียวต้มสุกแทน),มันแกวต้มสุกหั่นเป็นฝอยๆ,1,ถ้วย,240.0
631,61,ส่วนผสมหลัก,ไข่เป็ด,ไข่เป็ด,2,ฟอง,140.0
632,61,ส่วนผสมหลัก,ต้นหอมและผักชีหั่นแล้ว,ต้นหอมและผักชีหั่นแล้ว,1,ถ้วย,240.0
633,61,ส่วนผสมหลัก,น้ำมันหมู,น้ำมันหมู,2,ช้อนโต๊ะ,26.0
634,61,ส่วนผสมหลัก,น้ำปลาดี,น้ำปลาดี,1,ช้อนโต๊ะ,18.0
635,62,ส่วนผสมหลัก,เนื้อหมู,เนื้อหมู,500,กรัม,500.0
636,62,ส่วนผสมหลัก,ใบเมี่ยง,ใบเมี่ยง,25,กรัม,25.0
637,62,ส่วนผสมหลัก,หอมเจียว,หอมเจียว,1/2,ถ้วย,120.0
638,62,ส่วนผสมหลัก,กระเทียมเจียว,กระเทียมเจียว,1/2,ถ้วย,120.0
639,62,ส่วนผสมหลัก,ถั่วลิสงคั่วซอยแล้ว,ถั่วลิสงคั่วซอยแล้ว,2,ช้อนโต๊ะ,30.0
640,62,ส่วนผสมหลัก,มะขามเปียก,มะขามเปียก,3,ช้อนโต๊ะ,45.0
641,62,ส่วนผสมหลัก,น้ำตาลปึก,น้ำตาลปึก,2,ช้อนโต๊ะ,30.0
642,62,ส่วนผสมหลัก,เกลือ,เกลือ,1/2,ช้อนชา,2.5
643,62,ส่วนผสมหลัก,น้ำปลาดี,น้ำปลาดี,2,ช้อนโต๊ะ,36.0
644,63,ส่วนผสมหลัก,ปลาช่อนขนาดใหญ่,ปลาช่อนขนาดใหญ่,1,ตัว,
645,63,ส่วนผสมหลัก,ผักกาดขาวปลี,ผักกาดขาวปลี,1,ต้น,
