ingredient_id,recipe_id,component_group,ingredient_name,nutrition_name,quantity,unit,grams_approx
784,77,ส่วนผสมหลัก,น้ำมันหมู,น้ำมันหมู,2,ช้อนโต๊ะ,26.0
785,77,ส่วนผสมหลัก,น้ำเคยดี,น้ำเคยดี,2,ช้อนชา,10.0
786,77,ส่วนผสมหลัก,น้ำตาล,น้ำตาล,1/4,ช้อนชา,1.25
787,78,ส่วนผสมหลัก,พริกชี้ฟ้า,พริกชี้ฟ้า,10,เม็ด,
788,78,ส่วนผสมหลัก,เนื้อหมู,เนื้อหมู,150,กรัม,150.0
789,78,ส่วนผสมหลัก,มันหมู,มันหมู,50,กรัม,50.0
790,78,ส่วนผสมหลัก,หนังหมู,หนังหมู,50,กรัม,50.0
791,78,ส่วนผสมหลัก,กุ้งต้ม,กุ้งต้ม,100,กรัม,100.0
792,78,ส่วนผสมหลัก,มะพร้าวขูดคั่ว,มะพร้าวขูดคั่ว,2,ช้อนโต๊ะ,30.0
793,78,ส่วนผสมหลัก,หัวกะทิข้น,หัวกะทิข้น,1/4,ถ้วย,60.0
794,78,ส่วนผสมหลัก,หอมเจียว,หอมเจียว,2,ช้อนโต๊ะ,30.0
795,78,ส่วนผสมหลัก,กระเทียมเจียว,กระเทียมเจียว,2,ช้อนโต๊ะ,30.0
796,78,ส่วนผสมหลัก,กุ้งแห้งป่น,กุ้งแห้งป่น,1,ช้อนโต๊ะ,15.0
797,78,ส่วนผสมหลัก,หอมเผา,หอมเผา,3,หัว,90.0
798,78,ส่วนผสมหลัก,น้ำตาล,น้ำตาล,1,ช้อนชา,5.0
799,78,ส่วนผสมหลัก,น้ำปลา,น้ำปลา,2,ช้อนชา,10.0
800,78,ส่วนผสมหลัก,น้ำมะนาว,น้ำมะนาว,2,ช้อนชา,10.0
801,78,ส่วนผสมหลัก,น้ำมัน,น้ำมัน,2,ช้อนโต๊ะ,28.0
802,79,ส่วนผสมหลัก,พริกแห้งป่นละเอียด,พริกแห้งป่นละเอียด,1,ถ้วย,240.0
803,79,ส่วนผสมหลัก,กระเทียมแห้งป่นละเอียด,กระเทียมแห้งป่นละเอียด,4,ถ้วย,960.0
804,79,ส่วนผสมหลัก,น้ำเชื่อม,น้ำเชื่อม,5,ถ้วย,1200.0
805,79,ส่วนผสมหลัก,น้ำปลาดี,น้ำปลาดี,5,ถ้วย,1200.0
806,80,ส่วนผสมหลัก,หมูเนื้อปนมัน (ขนาด 6×9 ซม. หนา 1 ซม.),หมูเนื้อปนมัน,3,ชิ้น,
807,80,ส่วนผสมหลัก,รากผักชี,รากผักชี,7,ราก,14.0
808,80,ส่วนผสมหลัก,พริกไทย,พริกไทย,3,เม็ด,0.15000000000000002
809,80,ส่วนผสมหลัก,กระเทียมกลีบใหญ่,กระเทียมกลีบใหญ่,3,กลีบ,15.0
810,80,ส่วนผสมหลัก,เกลือป่น,เกลือป่น,1,ช้อนชาพูน,
811,80,ส่วนผสมหลัก,น้ำมันหมู,น้ำมันหมู,2,ช้อนโต๊ะ,26.0
812,81,ส่วนผสมหลัก,ปลาดุกทอดฟู (แกะเอาแต่เนื้อ),ปลาดุกทอดฟู,1,ถ้วยชา,120.0
813,81,ส่วนผสมหลัก,เต้าหู่ยี้อย่างดี,เต้าหู่ยี้อย่างดี,2,ซ้อนโต๊ะ,30.0
814,81,ส่วนผสมหลัก,หัวหอมซอยหยาบ ๆ,หัวหอมซอยหยาบ ๆ,2,ซ้อนโต๊ะ,30.0
815,81,ส่วนผสมหลัก,น้ำมะนาว,น้ำมะนาว,1,ช้อนโต๊ะ,15.0
816,81,ส่วนผสมหลัก,พริกขี้หนู,พริกขี้หนู,5,เม็ด,
817,81,ส่วนผสมหลัก,พริกเหลือง,พริกเหลือง,2,เม็ด,
818,82,ส่วนผสมหลัก,แป้งสาลี,แป้งสาลี,1.25,ถ้วย,150.0
819,82,ส่วนผสมหลัก,น้ำตาลทราย,น้ำตาลทราย,1/2,ถ้วย,120.0
820,82,ส่วนผสมหลัก,เกลือ,เกลือ,1,ช้อนชา,5.0
821,82,ส่วนผสมหลัก,ผงฟู,ผงฟู,2,ช้อนชา,10.0
822,82,ส่วนผสมหลัก,ไข่ไก่,ไข่ไก่,1,ฟอง,55.0
823,82,ส่วนผสมหลัก,นมสด,นมสด,1/2,ถ้วยชา,60.0
824,82,ส่วนผสมหลัก,เนยละลาย,เนยละลาย,2,ช้อนชา,10.0
825,82,ส่วนผสมหลัก,กล้วย,กล้วย,4,ผล,
826,82,ส่วนผสมหลัก,น้ำมันสำหรับทอด,น้ำมันสำหรับทอด,,
827,83,ส่วนผสมหลัก,ปลาช่อน (ขนาดหัวกว้างประมาณ 5 ซม.),ปลาช่อน,1,ตัว,
828,83,ส่วนผสมหลัก,ขิงหั่นฝอย,ขิงหั่นฝอย,1,ช้อนชา,5.0
829,83,ส่วนผสมหลัก,ขิงหั่นแว่น,ขิงหั่นแว่น,3,แว่น,15.0
830,83,ส่วนผสมหลัก,ต้นหอม,ต้นหอม,5,ต้น,
831,83,ส่วนผสมหลัก,รากผักชี,รากผักชี,5,ราก,10.0
832,83,ส่วนผสมหลัก,หัวหอม,หัวหอม,3,กลีบ,6.0
833,83,ส่วนผสมหลัก,พริกไทย,พริกไทย,5,เม็ด,0.25
834,83,ส่วนผสมหลัก,กะปิ,กะปิ,1/2,ช้อนชา,2.5
835,83,ส่วนผสมหลัก,น้ำปลา,น้ำปลา,2,ช้อนโต๊ะ,36.0
836,83,ส่วนผสมหลัก,ส้มมะขามเปียก,ส้มมะขามเปียก,4,ฝัก,
837,83,ส่วนผสมหลัก,น้ำตาลมะพร้าวหรือน้ำตาลตะโหนด,น้ำตาลมะพร้าวหรือน้ำตาลตะโหนด,1,ช้อนชา,5.0
838,83,ส่วนผสมหลัก,ผักชีสำหรับโรย,ผักชีสำหรับโรย,1,ต้น,
839,83,ส่วนผสมหลัก,พริกแดงหั่นบาง,พริกแดงหั่นบาง,1,เม็ด,
840,83,ส่วนผสมหลัก,หอมเจียวเล็กน้อย,หอมเจียวเล็กน้อย,1,ช้อนชา,5.0
841,84,ส่วนผสมหลัก,ปลา (ขนาดหัวกว้างประมาณ 5 ซม.),ปลา,1,ตัว,
842,84,ส่วนผสมหลัก,น้ำ,น้ำ,2,ถ้วยชา,240.0
843,84,ส่วนผสมหลัก,ตะไคร้,ตะไคร้,1,ต้น,
844,84,ส่วนผสมหลัก,ใบมะกรูด,ใบมะกรูด,3,ใบ,
845,84,ส่วนผสมหลัก,ข้าวสาร,ข้าวสาร,1,ช้อนชา,5.0
846,84,ส่วนผสมหลัก,หัวหอม,หัวหอม,3,กลีบ,6.0
847,84,ส่วนผสมหลัก,กระเทียม,กระเทียม,3,กลีบ,6.0
848,84,ส่วนผสมหลัก,น้ำพริกเผา,น้ำพริกเผา,1,ช้อนชา,5.0
849,84,ส่วนผสมหลัก,กระเทียมเจียว,กระเทียมเจียว,1,ช้อนชา,5.0
850,84,ส่วนผสมหลัก,น้ำปลา,น้ำปลา,2,ช้อนโต๊ะ,36.0
851,84,ส่วนผสมหลัก,น้ำมะนาว,น้ำมะนาว,2,ช้อนโต๊ะ,30.0
852,84,ส่วนผสมหลัก,น้ำตาล,น้ำตาล,1/2,ช้อนชา,2.5
853,84,ส่วนผสมหลัก,ผักชี,ผักชี,1,ช้อนโต๊ะ,15.0
854,84,ส่วนผสมหลัก,ต้นหอม,ต้นหอม,1,ช้อนโต๊ะ,15.0
855,84,ส่วนผสมหลัก,พริกขี้หนู,พริกขี้หนู,4,เม็ด,
856,84,ส่วนผสมหลัก,มะม่วงดิบซอย,มะม่วงดิบซอย,1/2,ผล,
857,85,ส่วนผสมหลัก,เห็ดฟาง,เห็ดฟาง,2,ถ้วย,480.0
858,85,ส่วนผสมหลัก,มันแกว,มันแกว,1,ถ้วย,240.0
859,85,ส่วนผสมหลัก,แห้วจีน,แห้วจีน,1,ถ้วย,240.0
860,85,ส่วนผสมหลัก,มะอึก,มะอึก,6,ผล,
861,85,ส่วนผสมหลัก,มะเขือเทศผลใหญ่,มะเขือเทศผลใหญ่,2,ผล,
862,85,ส่วนผสมหลัก,มะพร้าวขูด,มะพร้าวขูด,2,ถ้วย,480.0
863,85,ส่วนผสมหลัก,ใบมะกรูด,ใบมะกรูด,4,ใบ,
864,85,ส่วนผสมหลัก,ใบโหระพา,ใบโหระพา,8,ใบ,
865,85,ส่วนผสมหลัก,พริกสด,พริกสด,8,เม็ด,
866,85,ส่วนผสมหลัก,ผงชูรส,ผงชูรส,1/2,ช้อนชา,2.5
867,85,เครื่องปรุงน้ำแกง,พริกแห้ง,พริกแห้ง,5,เม็ด,
868,85,เครื่องปรุงน้ำแกง,ข่าหั่นบาง ๆ,ข่าหั่นบาง ๆ,7,แว่น,35.0
869,85,เครื่องปรุงน้ำแกง,ตะไคร้หั่นแล้ว,ตะไคร้หั่นแล้ว,2,ช้อนโต๊ะ,30.0
870,85,เครื่องปรุงน้ำแกง,หัวหอมปอกแล้วหั่น,หัวหอมปอกแล้วหั่น,1/4,ถ้วย,60.0
871,85,เครื่องปรุงน้ำแกง,ผิวมะกรูด,ผิวมะกรูด,1,ช้อนชา,5.0
872,85,เครื่องปรุงน้ำแกง,รากผักชี,รากผักชี,1,ช้อนโต๊ะ,15.0
873,85,เครื่องปรุงน้ำแกง,พริกไทย,พริกไทย,11,เม็ด,0.55
874,85,เครื่องปรุงน้ำแกง,เกลือเม็ด,เกลือเม็ด,1,ช้อนหวาน,
875,85,เครื่องปรุงน้ำแกง,กระเทียมทั้งเปลือก,กระเทียมทั้งเปลือก,1/4,ถ้วย,60.0
876,86,ส่วนผสมหลัก,น้ำ,น้ำ,2,ถ้วยชา,240.0
877,86,ส่วนผสมหลัก,กุ้งนาง 4 ตัว หรือ กุ้งก้ามกราม,กุ้งนาง 4 ตัว หรือ กุ้งก้ามกราม,2,ตัว,250.0
878,86,ส่วนผสมหลัก,มะนาว,มะนาว,2,ช้อนโต๊ะ,30.0
879,86,ส่วนผสมหลัก,น้ำปลา,น้ำปลา,2,ช้อนโต๊ะ,36.0
880,86,ส่วนผสมหลัก,ผักชี,ผักชี,1,ช่อ,
881,86,ส่วนผสมหลัก,พริกขี้หนู หรือ พริกชี้ฟ้าเหลือง,พริกขี้หนู หรือ พริกชี้ฟ้าเหลือง,4,เม็ด,
882,87,ส่วนผสมหลัก,แป้งสาลี,แป้งสาลี,500,กรัม,500.0
883,87,ส่วนผสมหลัก,จีฉ่าย,จีฉ่าย,1,แผ่น,
884,87,ส่วนผสมหลัก,ตังฉ่าย,ตังฉ่าย,1,ช้อนโต๊ะ,15.0
885,87,ส่วนผสมหลัก,ต้นหอม,ต้นหอม,2,ต้น,
886,87,ส่วนผสมหลัก,ผักชี,ผักชี,1,ช่อ,
887,87,ส่วนผสมหลัก,น้ำซีอิ๊ว,น้ำซีอิ๊ว,2,ช้อนโต๊ะ,30.0
888,87,ส่วนผสมหลัก,ผงชูรส,ผงชูรส,1/2,ช้อนชา,2.5
889,87,ส่วนผสมหลัก,พริกไทย,พริกไทย,1/2,ช้อนชา,2.5
890,87,ส่วนผสมหลัก,เกลือ,เกลือ,1/2,ช้อนชา,2.5
891,87,ส่วนผสมหลัก,น้ำสะอาด,น้ำสะอาด,7,ถ้วย,1680.0
892,88,ส่วนผสมหลัก,เป็ดอ่อน,เป็ดอ่อน,1,ตัว,
893,88,ส่วนผสมหลัก,เนื้อโคหรือเนื้อหมู,เนื้อโคหรือเนื้อหมู,300,กรัม,300.0
894,88,ส่วนผสมหลัก,ไข่เป็ด,ไข่เป็ด,4,ฟอง,280.0
895,88,ส่วนผสมหลัก,แอปเปิล (หั่นลูกบาศก์ขนาด 3 ซม.),แอปเปิล,1,ลูก,
896,88,ส่วนผสมหลัก,ผงลูกจันทร์เทศ,ผงลูกจันทร์เทศ,1/2,ช้อนชา,2.5
897,88,ส่วนผสมหลัก,เกลือป่น,เกลือป่น,1,ช้อนโต๊ะ,15.0
898,88,ส่วนผสมหลัก,พริกไทยป่น,พริกไทยป่น,1/2,ช้อนชา,2.5
899,88,ส่วนผสมหลัก,ดินประสิว,ดินประสิว,1/2,ช้อนชา,2.5
900,88,ส่วนผสมหลัก,น้ำตาลทราย,น้ำตาลทราย,1,ช้อนชา,5.0
901,89,ส่วนผสมหลัก,มันฝรั่ง,มันฝรั่ง,6,หัวใหญ่,
902,89,ส่วนผสมหลัก,หอมหัวใหญ่ (หั่นสี่เหลี่ยมเล็ก),หอมหัวใหญ่,1/2,ถ้วยชา,60.0
903,89,ส่วนผสมหลัก,เนื้อไก่ต้มสุก (หั่นสี่เหลี่ยมเล็ก),เนื้อไก่ต้มสุก,1,ถ้วยชา,120.0
904,89,ส่วนผสมหลัก,เม็ดถั่วลันเตา,เม็ดถั่วลันเตา,1/2,ถ้วยชา,60.0
905,89,ส่วนผสมหลัก,พริกไทยป่น,พริกไทยป่น,1/4,ช้อนชา,1.25
906,89,ส่วนผสมหลัก,เกลือ,เกลือ,1/2,ช้อนชา,2.5
907,89,ส่วนผสมหลัก,น้ำตาลทราย,น้ำตาลทราย,1/4,ช้อนชา,1.25
908,89,ส่วนผสมหลัก,ผงชูรส,ผงชูรส,1/4,ช้อนชา,1.25
909,89,ส่วนผสมหลัก,ขนมปังแห้ง,ขนมปังแห้ง,3,แผ่น,
910,89,ส่วนผสมหลัก,ไข่ไก่,ไข่ไก่,1,ฟอง,55.0
911,89,ส่วนผสมหลัก,น้ำมันหมูหรือน้ำมันพืชสำหรับทอด,น้ำมันหมูหรือน้ำมันพืชสำหรับทอด,,
912,90,ตัวขนมไข่,ไข่ไก่,ไข่ไก่,4,ฟอง,220.0
913,90,ตัวขนมไข่,แป้งสาลีอเนกประสงค์,แป้งสาลีอเนกประสงค์,120,กรัม,120.0
914,90,ตัวขนมไข่,น้ำตาลทราย,น้ำตาลทราย,100,กรัม,100.0
915,90,ตัวขนมไข่,ผงฟู,ผงฟู,1/2,ช้อนชา,2.5
916,90,ตัวขนมไข่,กลิ่นวานิลลา,กลิ่นวานิลลา,1,ช้อนชา,5.0
917,90,ตัวขนมไข่,เนยละลาย,เนยละลาย,2,ช้อนโต๊ะ,30.0
918,90,ตัวขนมไข่,นมสด,นมสด,2,ช้อนโต๊ะ,30.0
919,90,สำหรับรังโดยใช้มะพร้าว (ฐานรองขนม),มะพร้าวขูดเส้น,มะพร้าวขูดเส้น,1,ถ้วย,240.0
920,90,สำหรับรังโดยใช้มะพร้าว (ฐานรองขนม),น้ำตาลทราย,น้ำตาลทราย,2,ช้อนโต๊ะ,30.0
921,90,สำหรับรังโดยใช้มะพร้าว (ฐานรองขนม),แป้งมัน,แป้งมัน,1,ช้อนชา,5.0
922,90,สำหรับรังโดยใช้แป้งทำเป็นรังกรอบ (ฐานรองขนม),แป้งข้าวเจ้า,แป้งข้าวเจ้า,1/2,ถ้วย,55.0
923,90,สำหรับรังโดยใช้แป้งทำเป็นรังกรอบ (ฐานรองขนม),แป้งมัน,แป้งมัน,2,ช้อนโต๊ะ,20.0
924,90,สำหรับรังโดยใช้แป้งทำเป็นรังกรอบ (ฐานรองขนม),น้ำปูนใส,น้ำปูนใส,2,ช้อนโต๊ะ,30.0
925,90,สำหรับรังโดยใช้แป้งทำเป็นรังกรอบ (ฐานรองขนม),กะทิ,กะทิ,1/4,ถ้วย,60.0
926,91,ส่วนผสมหลัก,ปลาทูนึ่งร้อน,ปลาทูนึ่งร้อน,3,ตัว,
927,91,ส่วนผสมหลัก,ยอดผักบุ้งใหม่,ยอดผักบุ้งใหม่,150,กรัม,150.0
928,91,ส่วนผสมหลัก,พริกชี้ฟ้าดองน้ำส้ม,พริกชี้ฟ้าดองน้ำส้ม,3,เม็ด,
929,91,ส่วนผสมหลัก,น้ำซีอิ๊วขาว,น้ำซีอิ๊วขาว,2,ช้อนโต๊ะ,30.0
930,91,ส่วนผสมหลัก,น้ำมันพืช,น้ำมันพืช,2,ช้อนโต๊ะ,28.0
931,91,ส่วนผสมหลัก,กระเทียมไทย,กระเทียมไทย,5,กลีบ,10.0
932,92,ส่วนผสมหลัก,ไข่เค็มดิบ,ไข่เค็มดิบ,10,ฟอง,700.0
933,92,ส่วนผสมหลัก,หมูสับ,หมูสับ,500,กรัม,500.0
934,92,ส่วนผสมหลัก,ไข่ไก่,ไข่ไก่,2,ฟอง,110.0
935,92,ส่วนผสมหลัก,กระเทียมกลีบใหญ่,กระเทียมกลีบใหญ่,10,กลีบ,50.0
936,92,ส่วนผสมหลัก,รากผักชี,รากผักชี,3,ราก,6.0
937,92,ส่วนผสมหลัก,พริกไทยเม็ด,พริกไทยเม็ด,10,เม็ด,0.5
938,92,ส่วนผสมหลัก,พริกแดง,พริกแดง,2,เม็ด,
939,92,ส่วนผสมหลัก,ใบผักชี,ใบผักชี,3,ต้น,
940,93,ส่วนผสมหลัก,ขี้เหล็กต้มคั้นน้ำแล้ว,ขี้เหล็กต้มคั้นน้ำแล้ว,1,ถ้วยชา,120.0
941,93,ส่วนผสมหลัก,ปลาช่อนย่าง,ปลาช่อนย่าง,1,ถ้วยชา,120.0
942,93,ส่วนผสมหลัก,ปลากุเลาเค็มปิ้ง,ปลากุเลาเค็มปิ้ง,1,ช้อนโต๊ะ,15.0
943,93,ส่วนผสมหลัก,พริกไทยเม็ด,พริกไทยเม็ด,1,ช้อนชา,5.0
944,93,ส่วนผสมหลัก,หัวหอมแดง,หัวหอมแดง,10,หัว,300.0
945,93,ส่วนผสมหลัก,กะปิ,กะปิ,1,ช้อนชา,5.0
946,93,ส่วนผสมหลัก,กระชายหั่น,กระชายหั่น,1,ช้อนโต๊ะ,15.0
947,93,ส่วนผสมหลัก,น้ำปลาดี,น้ำปลาดี,1,ช้อนโต๊ะ,18.0
948,93,ส่วนผสมหลัก,น้ำหรือน้ำซุป,น้ำหรือน้ำซุป,4,ถ้วย,960.0
949,93,ส่วนผสมหลัก,พริกเหลือง,พริกเหลือง,1,เม็ด,
950,94,ส่วนผสมหลัก,เนื้อหมูไม่ปนมันหั่นบาง,เนื้อหมูไม่ปนมันหั่นบาง,1,ช้อนโต๊ะพูน,
951,94,ส่วนผสมหลัก,คะน้าต้นใหญ่,คะน้าต้นใหญ่,2,ต้น,
952,94,ส่วนผสมหลัก,น้ำปลา,น้ำปลา,1,ช้อนโต๊ะ,18.0
953,94,ส่วนผสมหลัก,กระเทียม,กระเทียม,3,กลีบ,6.0
954,94,ส่วนผสมหลัก,น้ำมันหมู,น้ำมันหมู,1,ช้อนโต๊ะ,13.0
955,94,ส่วนผสมหลัก,แป้งมัน,แป้งมัน,1/2,ช้อนชา,2.5
956,94,ส่วนผสมหลัก,พริกไทยป่น,พริกไทยป่น,1/4,ช้อนชา,1.25
957,95,ส่วนผสมหลัก,ปลาช่อนตัวใหญ่,ปลาช่อนตัวใหญ่,1,ตัว,
958,95,ส่วนผสมหลัก,เกี้ยมฉ่ายขนาดกลาง,เกี้ยมฉ่ายขนาดกลาง,1,ต้น,
959,95,ส่วนผสมหลัก,ก๋งฉ่าย,ก๋งฉ่าย,1/2,ถ้วยตวง,120.0
960,95,ส่วนผสมหลัก,เครื่องพะโล้ (ผงพะโล้),เครื่องพะโล้,1/2,ช้อนชา,2.5
961,95,ส่วนผสมหลัก,พริกชี้ฟ้าแดง,พริกชี้ฟ้าแดง,10,เม็ด,
962,95,ส่วนผสมหลัก,กระเทียม (สับหยาบ),กระเทียม,20,กลีบ,40.0
963,95,ส่วนผสมหลัก,น้ำมันสำหรับทอด,น้ำมันสำหรับทอด,1,ถ้วยตวง,240.0
964,95,ส่วนผสมหลัก,เกลือ,เกลือ,1/2,ช้อนชา,2.5
965,96,ส่วนผสมหลัก,ก๋วยเตี๋ยวเส้นใหญ่ (หั่นเป็นชิ้นรูปขนมเปียกปูน),ก๋วยเตี๋ยวเส้นใหญ่,4,ถ้วยตวง,960.0
966,96,ส่วนผสมหลัก,เนื้อไก่ หรือ เนื้อโค,เนื้อไก่ หรือ เนื้อโค,1/2,ถ้วยตวง,120.0
967,96,ส่วนผสมหลัก,ต้นคึ่นช่าย (หั่นละเอียด),ต้นคึ่นช่าย,2,ช้อนโต๊ะ,30.0
968,96,ส่วนผสมหลัก,น้ำมันหมู (หรือน้ำมันพืช),น้ำมันหมู,3,ช้อนโต๊ะ,39.0
969,96,ส่วนผสมหลัก,ซีอิ๊วขาว,ซีอิ๊วขาว,2,ช้อนโต๊ะ,30.0
970,96,ส่วนผสมหลัก,พริกไทยป่น,พริกไทยป่น,1/4,ช้อนชา,1.25
971,96,ส่วนผสมหลัก,น้ำมะเขือเทศ (หรือซอสมะเขือเทศ),น้ำมะเขือเทศ,1/4,ถ้วยตวง,60.0
972,97,ส่วนผสมหลัก,ไข่เค็มดิบ,ไข่เค็มดิบ,5,ฟอง,350.0
973,97,ส่วนผสมหลัก,ไข่เป็ด,ไข่เป็ด,3,ฟอง,210.0
974,97,ส่วนผสมหลัก,หัวกะทิ,หัวกะทิ,1/2,ถ้วยชา,60.0
975,97,ส่วนผสมหลัก,แป้งข้าวจ้าวแห้ง,แป้งข้าวจ้าวแห้ง,1/2,ถ้วยชา,27.5
976,97,ส่วนผสมหลัก,น้ำมันหมู,น้ำมันหมู,5,ถ้วยชา,600.0
977,98,ส่วนผสมหลัก,ไข่เค็ม,ไข่เค็ม,1,ฟอง,70.0
978,98,ส่วนผสมหลัก,แป้งข้าวจ้าว,แป้งข้าวจ้าว,2,ช้อนโต๊ะ,16.0
979,98,ส่วนผสมหลัก,ต้นคะน้า,ต้นคะน้า,3,ต้น,
980,98,ส่วนผสมหลัก,กระเทียม,กระเทียม,3,กลีบ,6.0
981,98,ส่วนผสมหลัก,น้ำมันหมู,น้ำมันหมู,1,ช้อนโต๊ะ,13.0
982,98,ส่วนผสมหลัก,น้ำ,น้ำ,2,ถ้วย,480.0
983,99,ส่วนผสมหลัก,สาเก,สาเก,1,ผล,
984,99,ส่วนผสมหลัก,น้ำตาลทราย,น้ำตาลทราย,1/2,กิโลกรัม,500.0
985,99,ส่วนผสมหลัก,น้ำ,น้ำ,3,ถ้วย,720.0
986,99,ส่วนผสมหลัก,ดินสอพอง,ดินสอพอง,1,ก้อน,
987,100,ส่วนผสมหลัก,กุ้งชีแฮ้,กุ้งชีแฮ้,200,กรัม,200.0
988,100,ส่วนผสมหลัก,เนื้อหมู,เนื้อหมู,100,กรัม,100.0
989,100,ส่วนผสมหลัก,เนื้อปู,เนื้อปู,50,กรัม,50.0
990,100,ส่วนผสมหลัก,แป้งสาลี,แป้งสาลี,2,ช้อนโต๊ะ,16.0
991,100,ส่วนผสมหลัก,ขนมปังป่นหยาบ,ขนมปังป่นหยาบ,1/2,ถ้วย,120.0
992,100,ส่วนผสมหลัก,น้ำปลา,น้ำปลา,1,ช้อนชา,5.0
993,100,ส่วนผสมหลัก,ผงชูรส,ผงชูรส,1/4,ช้อนชา,1.25
994,100,ส่วนผสมหลัก,น้ำมันสำหรับทอด,น้ำมันสำหรับทอด,1,ถ้วย,210.0
995,101,ส่วนผสมหลัก,มักกะโรนี,มักกะโรนี,250,กรัม,250.0
996,101,ส่วนผสมหลัก,ตับหมูสับ,ตับหมูสับ,1,ถ้วย,240.0
997,101,ส่วนผสมหลัก,เนื้อหมูสับ,เนื้อหมูสับ,1,ถ้วย,240.0
998,101,ส่วนผสมหลัก,หอมหัวใหญ่,หอมหัวใหญ่,75,กรัม,75.0
999,101,ส่วนผสมหลัก,ลูกจันทน์ป่น,ลูกจันทน์ป่น,1/4,ช้อนชา,1.25
1000,101,ส่วนผสมหลัก,ผงชูรส,ผงชูรส,1/2,ช้อนชา,2.5
1001,101,ส่วนผสมหลัก,เกลือป่น,เกลือป่น,1/2,ช้อนชา,2.5
1002,101,ส่วนผสมหลัก,พริกไทยป่น,พริกไทยป่น,1/4,ช้อนชา,1.25
1003,101,ส่วนผสมหลัก,น้ำมันพืช,น้ำมันพืช,1,ช้อนโต๊ะ,14.0
1004,101,ส่วนผสมหลัก,ซอสมะเขือเทศ,ซอสมะเขือเทศ,2,ช้อนโต๊ะ,30.0
1005,102,ส่วนผสมหลัก,กะปิดี,กะปิดี,1,ช้อนชา,5.0
1006,102,ส่วนผสมหลัก,กุ้งแห้งจืด,กุ้งแห้งจืด,2,ช้อนโต๊ะ,30.0
1007,102,ส่วนผสมหลัก,กระเทียมหั่น,กระเทียมหั่น,1,ช้อนชา,5.0
1008,102,ส่วนผสมหลัก,หอมซอย,หอมซอย,1,ช้อนโต๊ะ,15.0
1009,102,ส่วนผสมหลัก,ระกำฝานแต่เนื้อ,ระกำฝานแต่เนื้อ,1,ช้อนโต๊ะ,15.0
1010,102,ส่วนผสมหลัก,น้ำปลา,น้ำปลา,1,ช้อนโต๊ะ,18.0
1011,102,ส่วนผสมหลัก,น้ำมะนาว,น้ำมะนาว,1,ช้อนโต๊ะ,15.0
1012,102,ส่วนผสมหลัก,น้ำตาล,น้ำตาล,1/2,ช้อนชา,2.5
1013,102,ส่วนผสมหลัก,พริกเหลือง,พริกเหลือง,1,เม็ด,
1014,102,ส่วนผสมหลัก,พริกขี้หนู,พริกขี้หนู,8,เม็ด,
1015,102,ส่วนผสมหลัก,ใบผักชีฝรั่งหั่นฝอย,ใบผักชีฝรั่งหั่นฝอย,1,ช้อนโต๊ะ,15.0
1016,103,ส่วนผสมหลัก,ปลาทูนึ่งขนาดกลาง,ปลาทูนึ่งขนาดกลาง,3,ตัว,
1017,103,ส่วนผสมหลัก,ผักบุ้ง,ผักบุ้ง,3,กำมือ,
1018,103,ส่วนผสมหลัก,มะพร้าวขูด,มะพร้าวขูด,2,ถ้วย,480.0
1019,103,ส่วนผสมหลัก,หัวหอมสำหรับเจียว,หัวหอมสำหรับเจียว,5,หัว,150.0
1020,103,เครื่องน้ำพริก,พริกแห้ง,พริกแห้ง,3,เม็ด,
1021,103,เครื่องน้ำพริก,ข่า,ข่า,10,แว่น,50.0
1022,103,เครื่องน้ำพริก,ตะไคร้,ตะไคร้,1,ต้น,
1023,103,เครื่องน้ำพริก,หัวหอม,หัวหอม,5,หัว,150.0
1024,103,เครื่องน้ำพริก,กะเทียม,กะเทียม,3,หัว,90.0
1025,103,เครื่องน้ำพริก,กะชายมีหัวติด,กะชายมีหัวติด,10,ราก,
1026,103,เครื่องน้ำพริก,เนื้อปลาเค็ม,เนื้อปลาเค็ม,2,ช้อนโต๊ะ,30.0
1027,103,เครื่องน้ำพริก,กะปิ,กะปิ,1,ช้อนชา,5.0
1028,104,ส่วนผสมหลัก,เนื้อสัตว์,เนื้อสัตว์,300,กรัม,300.0
1029,104,ส่วนผสมหลัก,ซอสสต็อกเนื้อ (ถ้ามี),ซอสสต็อกเนื้อ,10,กรัม,10.0
1030,104,ส่วนผสมหลัก,น้ำปลาทะเล,น้ำปลาทะเล,6,กรัม,6.0
1031,104,ส่วนผสมหลัก,ซอสฝาเขียว,ซอสฝาเขียว,8,กรัม,8.0
1032,104,ส่วนผสมหลัก,น้ำมันหอย,น้ำมันหอย,10,กรัม,10.0
1033,104,ส่วนผสมหลัก,ผงปรุงรส,ผงปรุงรส,10,กรัม,10.0
1034,104,ส่วนผสมหลัก,น้ำตาลทราย,น้ำตาลทราย,10,กรัม,10.0
1035,104,ส่วนผสมหลัก,ซีอิ้วดำ,ซีอิ้วดำ,2,กรัม,2.0
1036,104,ส่วนผสมหลัก,พริกชี้ฟ้าเหลือง,พริกชี้ฟ้าเหลือง,10,กรัม,10.0
1037,104,ส่วนผสมหลัก,พริกขี้หนูสวน,พริกขี้หนูสวน,5,กรัม,5.0
1038,104,ส่วนผสมหลัก,พริกกะเหรี่ยง,พริกกะเหรี่ยง,5,กรัม,5.0
